multiplier,trading_code,delist_date,price_tick_desc,exchange,list_date,product_code,price_tick,instrument,name,last_ddate
10.0,ru0000,2099-01-01,,SHFE,1995-05-16,RU,5.0,RU0000.SHF,天然橡胶指数,2099-01-01
10.0,ru9999,2099-01-01,,SHFE,1995-05-16,RU,5.0,RU9999.SHF,天然橡胶前复权主力,2099-01-01
5.0,pp2110,2021-10-21,,DCE,2020-10-23,PP,1.0,PP2110.DCE,聚丙烯2110,2021-10-26
5.0,pp2111,2021-11-12,,DCE,2020-11-16,PP,1.0,PP2111.DCE,聚丙烯2111,2021-11-17
5.0,pp2112,2021-12-14,,DCE,2020-12-15,PP,1.0,PP2112.DCE,聚丙烯2112,2021-12-17
5.0,pp2201,2022-01-17,,DCE,2021-01-18,PP,1.0,PP2201.DCE,聚丙烯2201,2022-01-20
5.0,pp2203,2022-03-14,,DCE,2021-03-15,PP,1.0,PP2203.DCE,聚丙烯2203,2022-03-17
5.0,pp2205,2022-05-18,,DCE,2021-05-20,PP,1.0,PP2205.DCE,聚丙烯2205,2022-05-23
5.0,pp2204,2022-04-18,,DCE,2021-04-16,PP,1.0,PP2204.DCE,聚丙烯2204,2022-04-21
5.0,pp2202,2022-02-18,,DCE,2021-02-22,PP,1.0,PP2202.DCE,聚丙烯2202,2022-02-23
5.0,pp2206,2022-06-15,,DCE,2021-06-16,PP,1.0,PP2206.DCE,聚丙烯2206,2022-06-20
5.0,pp2207,2022-07-14,,DCE,2021-07-15,PP,1.0,PP2207.DCE,聚丙烯2207,2022-07-19
5.0,pp2208,2022-08-12,,DCE,2021-08-16,PP,1.0,PP2208.DCE,聚丙烯2208,2022-08-17
5.0,pp2209,2022-09-15,,DCE,2021-09-15,PP,1.0,PP2209.DCE,聚丙烯2209,2022-09-20
5.0,pp2301,2023-01-17,,DCE,2022-01-18,PP,1.0,PP2301.DCE,聚丙烯2301,2023-01-20
5.0,pp2210,2022-10-21,,DCE,2021-10-22,PP,1.0,PP2210.DCE,聚丙烯2210,2022-10-26
5.0,pp2211,2022-11-14,,DCE,2021-11-15,PP,1.0,PP2211.DCE,聚丙烯2211,2022-11-17
5.0,pp2212,2022-12-14,,DCE,2021-12-15,PP,1.0,PP2212.DCE,聚丙烯2212,2022-12-19
5.0,pp8888,2099-01-01,,DCE,2014-02-28,PP,1.0,PP8888.DCE,聚丙烯主力,2099-01-01
5.0,pp0000,2099-01-01,,DCE,2014-02-28,PP,1.0,PP0000.DCE,聚丙烯指数,2099-01-01
5.0,pp9999,2099-01-01,,DCE,2014-02-28,PP,1.0,PP9999.DCE,聚丙烯前复权主力,2099-01-01
5.0,pb2110,2021-10-15,,SHFE,2020-10-16,PB,5.0,PB2110.SHF,铅2110,2021-10-20
5.0,pb2111,2021-11-15,,SHFE,2020-11-17,PB,5.0,PB2111.SHF,铅2111,2021-11-18
5.0,pb2112,2021-12-15,,SHFE,2020-12-16,PB,5.0,PB2112.SHF,铅2112,2021-12-20
5.0,pb2201,2022-01-17,,SHFE,2021-01-18,PB,5.0,PB2201.SHF,铅2201,2022-01-20
5.0,pb2202,2022-02-15,,SHFE,2021-02-08,PB,5.0,PB2202.SHF,铅2202,2022-02-18
5.0,pb2205,2022-05-16,,SHFE,2021-05-18,PB,5.0,PB2205.SHF,铅2205,2022-05-19
5.0,pb2203,2022-03-15,,SHFE,2021-03-16,PB,5.0,PB2203.SHF,铅2203,2022-03-18
5.0,pb2204,2022-04-15,,SHFE,2021-04-16,PB,5.0,PB2204.SHF,铅2204,2022-04-20
5.0,pb2206,2022-06-15,,SHFE,2021-06-16,PB,5.0,PB2206.SHF,铅2206,2022-06-20
5.0,pb2207,2022-07-15,,SHFE,2021-07-16,PB,5.0,PB2207.SHF,铅2207,2022-07-20
5.0,pb2208,2022-08-15,,SHFE,2021-08-17,PB,5.0,PB2208.SHF,铅2208,2022-08-18
5.0,pb2209,2022-09-15,,SHFE,2021-09-16,PB,5.0,PB2209.SHF,铅2209,2022-09-20
5.0,pb2210,2022-10-17,,SHFE,2021-10-18,PB,5.0,PB2210.SHF,铅2210,2022-10-20
5.0,pb2212,2022-12-15,,SHFE,2021-12-16,PB,5.0,PB2212.SHF,铅2212,2022-12-20
5.0,pb2301,2023-01-16,,SHFE,2022-01-18,PB,5.0,PB2301.SHF,铅2301,2023-01-19
5.0,pb2211,2022-11-15,,SHFE,2021-11-16,PB,5.0,PB2211.SHF,铅2211,2022-11-18
5.0,pb8888,2099-01-01,,SHFE,2011-03-24,PB,5.0,PB8888.SHF,铅主力,2099-01-01
5.0,pb0000,2099-01-01,,SHFE,2011-03-24,PB,5.0,PB0000.SHF,铅指数,2099-01-01
5.0,pb9999,2099-01-01,,SHFE,2011-03-24,PB,5.0,PB9999.SHF,铅前复权主力,2099-01-01
5.0,PF110,2021-10-21,,CZCE,2020-10-23,PF,2.0,PF2110.CZC,短纤110,2021-10-21
5.0,PF111,2021-11-12,,CZCE,2020-11-16,PF,2.0,PF2111.CZC,短纤111,2021-11-12
5.0,PF112,2021-12-14,,CZCE,2020-12-15,PF,2.0,PF2112.CZC,短纤112,2021-12-14
5.0,PF201,2022-01-17,,CZCE,2021-01-18,PF,2.0,PF2201.CZC,短纤201,2022-01-17
5.0,PF203,2022-03-14,,CZCE,2021-03-15,PF,2.0,PF2203.CZC,短纤203,2022-03-14
5.0,PF205,2022-05-18,,CZCE,2021-05-20,PF,2.0,PF2205.CZC,短纤205,2022-05-18
5.0,PF204,2022-04-18,,CZCE,2021-04-16,PF,2.0,PF2204.CZC,短纤204,2022-04-18
5.0,PF202,2022-02-18,,CZCE,2021-02-22,PF,2.0,PF2202.CZC,短纤202,2022-02-18
5.0,PF206,2022-06-15,,CZCE,2021-06-16,PF,2.0,PF2206.CZC,短纤206,2022-06-15
5.0,PF207,2022-07-14,,CZCE,2021-07-15,PF,2.0,PF2207.CZC,短纤207,2022-07-14
5.0,PF209,2022-09-15,,CZCE,2021-09-15,PF,2.0,PF2209.CZC,短纤209,2022-09-15
5.0,PF208,2022-08-12,,CZCE,2021-08-16,PF,2.0,PF2208.CZC,短纤208,2022-08-12
5.0,PF210,2022-10-21,,CZCE,2021-10-22,PF,2.0,PF2210.CZC,短纤210,2022-10-21
5.0,PF301,2023-01-13,,CZCE,2022-01-18,PF,2.0,PF2301.CZC,短纤301,2023-01-13
5.0,PF211,2022-11-14,,CZCE,2021-11-15,PF,2.0,PF2211.CZC,短纤211,2022-11-14
5.0,PF212,2022-12-14,,CZCE,2021-12-15,PF,2.0,PF2212.CZC,短纤212,2022-12-14
5.0,PF8888,2099-01-01,,CZCE,2020-10-12,PF,2.0,PF8888.CZC,短纤主力,2099-01-01
5.0,PF0000,2099-01-01,,CZCE,2020-10-12,PF,2.0,PF0000.CZC,短纤指数,2099-01-01
5.0,PF9999,2099-01-01,,CZCE,2020-10-12,PF,2.0,PF9999.CZC,短纤前复权主力,2099-01-01
5.0,PK110,2021-10-21,,CZCE,2021-02-01,PK,2.0,PK2110.CZC,花生仁110,2021-10-21
5.0,PK111,2021-11-12,,CZCE,2021-02-01,PK,2.0,PK2111.CZC,花生仁111,2021-11-12
5.0,PK112,2021-12-14,,CZCE,2021-02-01,PK,2.0,PK2112.CZC,花生仁112,2021-12-14
5.0,PK201,2022-01-17,,CZCE,2021-02-01,PK,2.0,PK2201.CZC,花生仁201,2022-01-17
5.0,PK203,2022-03-14,,CZCE,2021-03-15,PK,2.0,PK2203.CZC,花生仁203,2022-03-14
5.0,PK204,2022-04-18,,CZCE,2021-04-16,PK,2.0,PK2204.CZC,花生仁204,2022-04-18
5.0,PK210,2022-10-21,,CZCE,2021-10-22,PK,2.0,PK2210.CZC,花生仁210,2022-10-21
5.0,PK301,2023-01-13,,CZCE,2022-01-18,PK,2.0,PK2301.CZC,花生仁301,2023-01-13
5.0,PK211,2022-11-14,,CZCE,2021-11-15,PK,2.0,PK2211.CZC,花生仁211,2022-11-14
5.0,PK212,2022-12-14,,CZCE,2021-12-15,PK,2.0,PK2212.CZC,花生仁212,2022-12-14
5.0,PK8888,2099-01-01,,CZCE,2021-02-01,PK,2.0,PK8888.CZC,花生仁主力,2099-01-01
5.0,PK0000,2099-01-01,,CZCE,2021-02-01,PK,2.0,PK0000.CZC,花生仁指数,2099-01-01
5.0,PK9999,2099-01-01,,CZCE,2021-02-01,PK,2.0,PK9999.CZC,花生仁前复权主力,2099-01-01
10.0,ER8888,2099-01-01,人民币元/吨,CZCE,2009-04-20,ER,1.0,ER8888.CZC,早籼稻主力,2013-05-27
10.0,ER0000,2099-01-01,人民币元/吨,CZCE,2009-04-20,ER,1.0,ER0000.CZC,早籼稻指数,2013-05-27
10.0,ER9999,2099-01-01,人民币元/吨,CZCE,2009-04-20,ER,1.0,ER9999.CZC,早籼稻前复权主力,2013-05-27
50.0,PM111,2021-11-12,,CZCE,2020-11-16,PM,1.0,PM2111.CZC,普通小麦111,2021-11-12
50.0,PM201,2022-01-17,,CZCE,2021-01-18,PM,1.0,PM2201.CZC,普通小麦201,2022-01-17
50.0,PM203,2022-03-14,,CZCE,2021-03-15,PM,1.0,PM2203.CZC,普通小麦203,2022-03-14
50.0,PM205,2022-05-18,,CZCE,2021-05-20,PM,1.0,PM2205.CZC,普通小麦205,2022-05-18
50.0,PM207,2022-07-14,,CZCE,2021-07-15,PM,1.0,PM2207.CZC,普通小麦207,2022-07-14
50.0,PM209,2022-09-15,,CZCE,2021-09-15,PM,1.0,PM2209.CZC,普通小麦209,2022-09-15
50.0,PM301,2023-01-13,,CZCE,2022-01-18,PM,1.0,PM2301.CZC,普通小麦301,2023-01-13
50.0,PM211,2022-11-14,,CZCE,2021-11-15,PM,1.0,PM2211.CZC,普通小麦211,2022-11-14
50.0,PM8888,2099-01-01,,CZCE,2012-01-17,PM,1.0,PM8888.CZC,普通小麦主力,2099-01-01
50.0,PM0000,2099-01-01,,CZCE,2012-01-17,PM,1.0,PM0000.CZC,普通小麦指数,2099-01-01
50.0,PM9999,2099-01-01,,CZCE,2012-01-17,PM,1.0,PM9999.CZC,普通小麦前复权主力,2099-01-01
5.0,al2110,2021-10-15,,SHFE,2020-10-16,AL,5.0,AL2110.SHF,铝2110,2021-10-20
5.0,al2111,2021-11-15,,SHFE,2020-11-17,AL,5.0,AL2111.SHF,铝2111,2021-11-18
5.0,al2112,2021-12-15,,SHFE,2020-12-16,AL,5.0,AL2112.SHF,铝2112,2021-12-20
5.0,al2201,2022-01-17,,SHFE,2021-01-18,AL,5.0,AL2201.SHF,铝2201,2022-01-20
5.0,al2202,2022-02-15,,SHFE,2021-02-08,AL,5.0,AL2202.SHF,铝2202,2022-02-18
5.0,al2205,2022-05-16,,SHFE,2021-05-18,AL,5.0,AL2205.SHF,铝2205,2022-05-19
5.0,al2204,2022-04-15,,SHFE,2021-04-16,AL,5.0,AL2204.SHF,铝2204,2022-04-20
5.0,al2203,2022-03-15,,SHFE,2021-03-16,AL,5.0,AL2203.SHF,铝2203,2022-03-18
5.0,al2206,2022-06-15,,SHFE,2021-06-16,AL,5.0,AL2206.SHF,铝2206,2022-06-20
5.0,al2207,2022-07-15,,SHFE,2021-07-16,AL,5.0,AL2207.SHF,铝2207,2022-07-20
5.0,al2208,2022-08-15,,SHFE,2021-08-17,AL,5.0,AL2208.SHF,铝2208,2022-08-18
5.0,al2209,2022-09-15,,SHFE,2021-09-16,AL,5.0,AL2209.SHF,铝2209,2022-09-20
5.0,al2210,2022-10-17,,SHFE,2021-10-18,AL,5.0,AL2210.SHF,铝2210,2022-10-20
5.0,al2212,2022-12-15,,SHFE,2021-12-16,AL,5.0,AL2212.SHF,铝2212,2022-12-20
5.0,al2301,2023-01-16,,SHFE,2022-01-18,AL,5.0,AL2301.SHF,铝2301,2023-01-19
5.0,al2211,2022-11-15,,SHFE,2021-11-16,AL,5.0,AL2211.SHF,铝2211,2022-11-18
5.0,al8888,2099-01-01,,SHFE,1995-04-17,AL,5.0,AL8888.SHF,铝主力,2099-01-01
5.0,al0000,2099-01-01,,SHFE,1995-04-17,AL,5.0,AL0000.SHF,铝指数,2099-01-01
5.0,al9999,2099-01-01,,SHFE,1995-04-17,AL,5.0,AL9999.SHF,铝前复权主力,2099-01-01
15.0,ag2110,2021-10-15,,SHFE,2020-10-16,AG,1.0,AG2110.SHF,白银2110,2021-10-20
15.0,ag2111,2021-11-15,,SHFE,2020-11-17,AG,1.0,AG2111.SHF,白银2111,2021-11-18
15.0,ag2112,2021-12-15,,SHFE,2020-12-16,AG,1.0,AG2112.SHF,白银2112,2021-12-20
15.0,ag2201,2022-01-17,,SHFE,2021-01-18,AG,1.0,AG2201.SHF,白银2201,2022-01-20
15.0,ag2202,2022-02-15,,SHFE,2021-02-08,AG,1.0,AG2202.SHF,白银2202,2022-02-18
15.0,ag2204,2022-04-15,,SHFE,2021-04-16,AG,1.0,AG2204.SHF,白银2204,2022-04-20
15.0,ag2203,2022-03-15,,SHFE,2021-03-16,AG,1.0,AG2203.SHF,白银2203,2022-03-18
15.0,ag2206,2022-06-15,,SHFE,2021-06-16,AG,1.0,AG2206.SHF,白银2206,2022-06-20
15.0,ag2207,2022-07-15,,SHFE,2021-07-16,AG,1.0,AG2207.SHF,白银2207,2022-07-20
15.0,ag2205,2022-05-16,,SHFE,2021-05-18,AG,1.0,AG2205.SHF,白银2205,2022-05-19
15.0,ag2208,2022-08-15,,SHFE,2021-08-17,AG,1.0,AG2208.SHF,白银2208,2022-08-18
15.0,ag2209,2022-09-15,,SHFE,2021-09-16,AG,1.0,AG2209.SHF,白银2209,2022-09-20
15.0,ag2210,2022-10-17,,SHFE,2021-10-18,AG,1.0,AG2210.SHF,白银2210,2022-10-20
15.0,ag2212,2022-12-15,,SHFE,2021-12-16,AG,1.0,AG2212.SHF,白银2212,2022-12-20
15.0,ag2301,2023-01-16,,SHFE,2022-01-18,AG,1.0,AG2301.SHF,白银2301,2023-01-19
15.0,ag2211,2022-11-15,,SHFE,2021-11-16,AG,1.0,AG2211.SHF,白银2211,2022-11-18
15.0,ag8888,2099-01-01,,SHFE,2012-05-10,AG,1.0,AG8888.SHF,白银主力,2099-01-01
15.0,ag0000,2099-01-01,,SHFE,2012-05-10,AG,1.0,AG0000.SHF,白银指数,2099-01-01
15.0,ag9999,2099-01-01,,SHFE,2012-05-10,AG,1.0,AG9999.SHF,白银前复权主力,2099-01-01
1.0,sn2110,2021-10-15,,SHFE,2020-10-16,SN,10.0,SN2110.SHF,锡2110,2021-10-20
1.0,sn2111,2021-11-15,,SHFE,2020-11-17,SN,10.0,SN2111.SHF,锡2111,2021-11-18
1.0,sn2112,2021-12-15,,SHFE,2020-12-16,SN,10.0,SN2112.SHF,锡2112,2021-12-20
1.0,sn2201,2022-01-17,,SHFE,2021-01-18,SN,10.0,SN2201.SHF,锡2201,2022-01-20
1.0,sn2202,2022-02-15,,SHFE,2021-02-08,SN,10.0,SN2202.SHF,锡2202,2022-02-18
1.0,sn2205,2022-05-16,,SHFE,2021-05-18,SN,10.0,SN2205.SHF,锡2205,2022-05-19
1.0,sn2203,2022-03-15,,SHFE,2021-03-16,SN,10.0,SN2203.SHF,锡2203,2022-03-18
1.0,sn2204,2022-04-15,,SHFE,2021-04-16,SN,10.0,SN2204.SHF,锡2204,2022-04-20
1.0,sn2206,2022-06-15,,SHFE,2021-06-16,SN,10.0,SN2206.SHF,锡2206,2022-06-20
1.0,sn2207,2022-07-15,,SHFE,2021-07-16,SN,10.0,SN2207.SHF,锡2207,2022-07-20
1.0,sn2208,2022-08-15,,SHFE,2021-08-17,SN,10.0,SN2208.SHF,锡2208,2022-08-18
1.0,sn2209,2022-09-15,,SHFE,2021-09-16,SN,10.0,SN2209.SHF,锡2209,2022-09-20
1.0,sn2210,2022-10-17,,SHFE,2021-10-18,SN,10.0,SN2210.SHF,锡2210,2022-10-20
1.0,sn2212,2022-12-15,,SHFE,2021-12-16,SN,10.0,SN2212.SHF,锡2212,2022-12-20
1.0,sn2301,2023-01-16,,SHFE,2022-01-18,SN,10.0,SN2301.SHF,锡2301,2023-01-19
1.0,sn2211,2022-11-15,,SHFE,2021-11-16,SN,10.0,SN2211.SHF,锡2211,2022-11-18
1.0,sn8888,2099-01-01,,SHFE,2015-03-27,SN,10.0,SN8888.SHF,锡主力,2099-01-01
1.0,sn0000,2099-01-01,,SHFE,2015-03-27,SN,10.0,SN0000.SHF,锡指数,2099-01-01
1.0,sn9999,2099-01-01,,SHFE,2015-03-27,SN,10.0,SN9999.SHF,锡前复权主力,2099-01-01
10.0,WT8888,2099-01-01,人民币元/吨,CZCE,1999-01-04,WT,1.0,WT8888.CZC,硬麦主力,2012-11-30
10.0,WT0000,2099-01-01,人民币元/吨,CZCE,1999-01-04,WT,1.0,WT0000.CZC,硬麦指数,2012-11-30
10.0,WT9999,2099-01-01,人民币元/吨,CZCE,1999-01-04,WT,1.0,WT9999.CZC,硬麦前复权主力,2012-11-30
20.0,JR111,2021-11-12,,CZCE,2020-11-16,JR,1.0,JR2111.CZC,粳稻谷111,2021-11-12
20.0,JR201,2022-01-17,,CZCE,2021-01-18,JR,1.0,JR2201.CZC,粳稻谷201,2022-01-17
20.0,JR203,2022-03-14,,CZCE,2021-03-15,JR,1.0,JR2203.CZC,粳稻谷203,2022-03-14
20.0,JR205,2022-05-18,,CZCE,2021-05-20,JR,1.0,JR2205.CZC,粳稻谷205,2022-05-18
20.0,JR207,2022-07-14,,CZCE,2021-07-15,JR,1.0,JR2207.CZC,粳稻谷207,2022-07-14
20.0,JR209,2022-09-15,,CZCE,2021-09-15,JR,1.0,JR2209.CZC,粳稻谷209,2022-09-15
20.0,JR301,2023-01-13,,CZCE,2022-01-18,JR,1.0,JR2301.CZC,粳稻谷301,2023-01-13
20.0,JR211,2022-11-14,,CZCE,2021-11-15,JR,1.0,JR2211.CZC,粳稻谷211,2022-11-14
20.0,JR8888,2099-01-01,,CZCE,2013-11-18,JR,1.0,JR8888.CZC,粳稻谷主力,2099-01-01
20.0,JR0000,2099-01-01,,CZCE,2013-11-18,JR,1.0,JR0000.CZC,粳稻谷指数,2099-01-01
20.0,JR9999,2099-01-01,,CZCE,2013-11-18,JR,1.0,JR9999.CZC,粳稻谷前复权主力,2099-01-01
20.0,RI111,2021-11-12,,CZCE,2020-11-16,RI,1.0,RI2111.CZC,早籼稻111,2021-11-12
20.0,RI201,2022-01-17,,CZCE,2021-01-18,RI,1.0,RI2201.CZC,早籼稻201,2022-01-17
20.0,RI203,2022-03-14,,CZCE,2021-03-15,RI,1.0,RI2203.CZC,早籼稻203,2022-03-14
20.0,RI205,2022-05-18,,CZCE,2021-05-20,RI,1.0,RI2205.CZC,早籼稻205,2022-05-18
20.0,RI207,2022-07-14,,CZCE,2021-07-15,RI,1.0,RI2207.CZC,早籼稻207,2022-07-14
20.0,RI209,2022-09-15,,CZCE,2021-09-15,RI,1.0,RI2209.CZC,早籼稻209,2022-09-15
20.0,RI301,2023-01-13,,CZCE,2022-01-18,RI,1.0,RI2301.CZC,早籼稻301,2023-01-13
20.0,RI211,2022-11-14,,CZCE,2021-11-15,RI,1.0,RI2211.CZC,早籼稻211,2022-11-14
20.0,RI8888,2099-01-01,,CZCE,2012-07-24,RI,1.0,RI8888.CZC,早籼稻主力,2099-01-01
20.0,RI0000,2099-01-01,,CZCE,2012-07-24,RI,1.0,RI0000.CZC,早籼稻指数,2099-01-01
20.0,RI9999,2099-01-01,,CZCE,2012-07-24,RI,1.0,RI9999.CZC,早籼稻前复权主力,2099-01-01
60.0,jm2110,2021-10-21,,DCE,2020-10-23,JM,0.5,JM2110.DCE,焦煤2110,2021-10-26
60.0,jm2111,2021-11-12,,DCE,2020-11-16,JM,0.5,JM2111.DCE,焦煤2111,2021-11-17
60.0,jm2112,2021-12-14,,DCE,2020-12-15,JM,0.5,JM2112.DCE,焦煤2112,2021-12-17
60.0,jm2201,2022-01-17,,DCE,2021-01-18,JM,0.5,JM2201.DCE,焦煤2201,2022-01-20
60.0,jm2204,2022-04-18,,DCE,2021-04-16,JM,0.5,JM2204.DCE,焦煤2204,2022-04-21
60.0,jm2203,2022-03-14,,DCE,2021-03-15,JM,0.5,JM2203.DCE,焦煤2203,2022-03-17
60.0,jm2202,2022-02-18,,DCE,2021-02-22,JM,0.5,JM2202.DCE,焦煤2202,2022-02-23
60.0,jm2206,2022-06-15,,DCE,2021-06-16,JM,0.5,JM2206.DCE,焦煤2206,2022-06-20
60.0,jm2205,2022-05-18,,DCE,2021-05-20,JM,0.5,JM2205.DCE,焦煤2205,2022-05-23
60.0,jm2207,2022-07-14,,DCE,2021-07-15,JM,0.5,JM2207.DCE,焦煤2207,2022-07-19
60.0,jm2208,2022-08-12,,DCE,2021-08-16,JM,0.5,JM2208.DCE,焦煤2208,2022-08-17
60.0,jm2209,2022-09-15,,DCE,2021-09-15,JM,0.5,JM2209.DCE,焦煤2209,2022-09-20
60.0,jm2301,2023-01-17,,DCE,2022-01-18,JM,0.5,JM2301.DCE,焦煤2301,2023-01-20
60.0,jm2210,2022-10-21,,DCE,2021-10-22,JM,0.5,JM2210.DCE,焦煤2210,2022-10-26
60.0,jm2211,2022-11-14,,DCE,2021-11-15,JM,0.5,JM2211.DCE,焦煤2211,2022-11-17
60.0,jm2212,2022-12-14,,DCE,2021-12-15,JM,0.5,JM2212.DCE,焦煤2212,2022-12-19
60.0,jm8888,2099-01-01,,DCE,2013-03-22,JM,0.5,JM8888.DCE,焦煤主力,2099-01-01
60.0,jm0000,2099-01-01,,DCE,2013-03-22,JM,0.5,JM0000.DCE,焦煤指数,2099-01-01
60.0,jm9999,2099-01-01,,DCE,2013-03-22,JM,0.5,JM9999.DCE,焦煤前复权主力,2099-01-01
5.0,eb2110,2021-10-26,,DCE,2020-10-28,EB,1.0,EB2110.DCE,苯乙烯2110,2021-10-29
5.0,eb2111,2021-11-25,,DCE,2020-11-26,EB,1.0,EB2111.DCE,苯乙烯2111,2021-11-30
5.0,eb2112,2021-12-28,,DCE,2020-12-29,EB,1.0,EB2112.DCE,苯乙烯2112,2021-12-31
5.0,eb2201,2022-01-25,,DCE,2021-01-27,EB,1.0,EB2201.DCE,苯乙烯2201,2022-01-28
5.0,eb2204,2022-04-26,,DCE,2021-04-28,EB,1.0,EB2204.DCE,苯乙烯2204,2022-04-29
5.0,eb2202,2022-02-23,,DCE,2021-02-24,EB,1.0,EB2202.DCE,苯乙烯2202,2022-02-28
5.0,eb2203,2022-03-28,,DCE,2021-03-29,EB,1.0,EB2203.DCE,苯乙烯2203,2022-03-31
5.0,eb2205,2022-05-26,,DCE,2021-05-27,EB,1.0,EB2205.DCE,苯乙烯2205,2022-05-31
5.0,eb2207,2022-07-26,,DCE,2021-07-28,EB,1.0,EB2207.DCE,苯乙烯2207,2022-07-29
5.0,eb2206,2022-06-27,,DCE,2021-06-28,EB,1.0,EB2206.DCE,苯乙烯2206,2022-06-30
5.0,eb2209,2022-09-27,,DCE,2021-09-28,EB,1.0,EB2209.DCE,苯乙烯2209,2022-09-30
5.0,eb2208,2022-08-26,,DCE,2021-08-27,EB,1.0,EB2208.DCE,苯乙烯2208,2022-08-31
5.0,eb2301,2023-01-25,,DCE,2022-01-26,EB,1.0,EB2301.DCE,苯乙烯2301,2023-01-30
5.0,eb2210,2022-10-26,,DCE,2021-10-27,EB,1.0,EB2210.DCE,苯乙烯2210,2022-10-31
5.0,eb2212,2022-12-27,,DCE,2021-12-29,EB,1.0,EB2212.DCE,苯乙烯2212,2022-12-30
5.0,eb2211,2022-11-25,,DCE,2021-11-26,EB,1.0,EB2211.DCE,苯乙烯2211,2022-11-30
5.0,eb8888,2099-01-01,,DCE,2019-09-26,EB,1.0,EB8888.DCE,苯乙烯主力,2099-01-01
5.0,eb0000,2099-01-01,,DCE,2019-09-26,EB,1.0,EB0000.DCE,苯乙烯指数,2099-01-01
5.0,eb9999,2099-01-01,,DCE,2019-09-26,EB,1.0,EB9999.DCE,苯乙烯前复权主力,2099-01-01
200.0,IC2110,2021-10-15,,CFFEX,2021-08-23,IC,0.2,IC2110.CFX,中证500指数2110,2021-10-15
200.0,IC2111,2021-11-19,,CFFEX,2021-09-22,IC,0.2,IC2111.CFX,中证500指数2111,2021-11-19
200.0,IC2112,2021-12-17,,CFFEX,2021-04-19,IC,0.2,IC2112.CFX,中证500指数2112,2021-12-17
200.0,IC2201,2022-01-21,,CFFEX,2021-11-22,IC,0.2,IC2201.CFX,中证500指数2201,2022-01-21
200.0,IC2203,2022-03-18,,CFFEX,2021-07-19,IC,0.2,IC2203.CFX,中证500指数2203,2022-03-18
200.0,IC2206,2022-06-17,,CFFEX,2021-10-18,IC,0.2,IC2206.CFX,中证500指数2206,2022-06-17
200.0,IC2209,2022-09-16,,CFFEX,2022-01-24,IC,0.2,IC2209.CFX,中证500指数2209,2022-09-16
200.0,IC2202,2022-02-18,,CFFEX,2021-12-20,IC,0.2,IC2202.CFX,中证500指数2202,2022-02-18
200.0,IC8888,2099-01-01,,CFFEX,2015-04-16,IC,0.2,IC8888.CFX,中证500指数主力,2099-01-01
200.0,IC0000,2099-01-01,,CFFEX,2015-04-16,IC,0.2,IC0000.CFX,中证500指数指数,2099-01-01
200.0,IC9999,2099-01-01,,CFFEX,2015-04-16,IC,0.2,IC9999.CFX,中证500指数前复权主力,2099-01-01
5.0,zn2110,2021-10-15,,SHFE,2020-10-16,ZN,5.0,ZN2110.SHF,锌2110,2021-10-20
5.0,zn2111,2021-11-15,,SHFE,2020-11-17,ZN,5.0,ZN2111.SHF,锌2111,2021-11-18
5.0,zn2112,2021-12-15,,SHFE,2020-12-16,ZN,5.0,ZN2112.SHF,锌2112,2021-12-20
5.0,zn2201,2022-01-17,,SHFE,2021-01-18,ZN,5.0,ZN2201.SHF,锌2201,2022-01-20
5.0,zn2202,2022-02-15,,SHFE,2021-02-08,ZN,5.0,ZN2202.SHF,锌2202,2022-02-18
5.0,zn2205,2022-05-16,,SHFE,2021-05-18,ZN,5.0,ZN2205.SHF,锌2205,2022-05-19
5.0,zn2203,2022-03-15,,SHFE,2021-03-16,ZN,5.0,ZN2203.SHF,锌2203,2022-03-18
5.0,zn2204,2022-04-15,,SHFE,2021-04-16,ZN,5.0,ZN2204.SHF,锌2204,2022-04-20
5.0,zn2206,2022-06-15,,SHFE,2021-06-16,ZN,5.0,ZN2206.SHF,锌2206,2022-06-20
5.0,zn2207,2022-07-15,,SHFE,2021-07-16,ZN,5.0,ZN2207.SHF,锌2207,2022-07-20
5.0,zn2208,2022-08-15,,SHFE,2021-08-17,ZN,5.0,ZN2208.SHF,锌2208,2022-08-18
5.0,zn2209,2022-09-15,,SHFE,2021-09-16,ZN,5.0,ZN2209.SHF,锌2209,2022-09-20
5.0,zn2210,2022-10-17,,SHFE,2021-10-18,ZN,5.0,ZN2210.SHF,锌2210,2022-10-20
5.0,zn2212,2022-12-15,,SHFE,2021-12-16,ZN,5.0,ZN2212.SHF,锌2212,2022-12-20
5.0,zn2301,2023-01-16,,SHFE,2022-01-18,ZN,5.0,ZN2301.SHF,锌2301,2023-01-19
5.0,zn2211,2022-11-15,,SHFE,2021-11-16,ZN,5.0,ZN2211.SHF,锌2211,2022-11-18
5.0,zn8888,2099-01-01,,SHFE,2007-03-26,ZN,5.0,ZN8888.SHF,锌主力,2099-01-01
5.0,zn0000,2099-01-01,,SHFE,2007-03-26,ZN,5.0,ZN0000.SHF,锌指数,2099-01-01
5.0,zn9999,2099-01-01,,SHFE,2007-03-26,ZN,5.0,ZN9999.SHF,锌前复权主力,2099-01-01
1000.0,au2110,2021-10-15,,SHFE,2020-09-16,AU,0.02,AU2110.SHF,黄金2110,2021-10-18
1000.0,au2111,2021-11-15,,SHFE,2021-08-17,AU,0.02,AU2111.SHF,黄金2111,2021-11-16
